tool,design,split,fold,variant,n_windows,n_scored,n_refused,n_refused_by_design,refused_frac,roc_auc,pr_auc,precision_at_recall_50,n_pos,n_neg,refusal
spc,pooled-cross-well,well,2,no_folder9_no_transients,655,655,0,0,0.0,0.7491,0.7033,0.7987,238,417,
mspc_t2,pooled-cross-well,well,2,all,1603,720,883,0,0.5508,0.3721,0.8182,0.8807,632,88,
mspc_t2,pooled-cross-well,well,2,no_folder9,1511,686,825,0,0.546,0.3412,0.8432,0.8936,613,73,
mspc_t2,pooled-cross-well,well,2,no_transients,729,233,496,0,0.6804,0.1014,0.4319,0.6223,145,88,
mspc_t2,pooled-cross-well,well,2,no_folder9_no_transients,655,217,438,0,0.6687,0.0103,0.4505,0.6636,144,73,
mspc_spe,pooled-cross-well,well,2,all,1603,720,883,0,0.5508,0.476,0.8636,0.8998,632,88,
mspc_spe,pooled-cross-well,well,2,no_folder9,1511,686,825,0,0.546,0.4017,0.8649,0.8998,613,73,
mspc_spe,pooled-cross-well,well,2,no_transients,729,233,496,0,0.6804,0.1096,0.435,0.6473,145,88,
mspc_spe,pooled-cross-well,well,2,no_folder9_no_transients,655,217,438,0,0.6687,0.0039,0.4501,0.6636,144,73,
iforest,pooled-cross-well,well,2,all,1603,1603,0,0,0.0,0.7772,0.831,0.8541,1113,490,
iforest,pooled-cross-well,well,2,no_folder9,1511,1511,0,0,0.0,0.7607,0.8397,0.8612,1094,417,
iforest,pooled-cross-well,well,2,no_transients,729,729,0,0,0.0,0.7721,0.5832,0.6417,239,490,
iforest,pooled-cross-well,well,2,no_folder9_no_transients,655,655,0,0,0.0,0.7584,0.5973,0.6611,238,417,
mad,"pooled-cross-well, own-history windows",well,2,all,1129,1129,0,0,0.0,0.7041,0.8444,0.9011,892,237,
mad,"pooled-cross-well, own-history windows",well,2,no_folder9,1065,1065,0,0,0.0,0.6446,0.845,0.9019,873,192,
mad,"pooled-cross-well, own-history windows",well,2,no_transients,279,279,0,0,0.0,0.5552,0.1529,0.232,42,237,
mad,"pooled-cross-well, own-history windows",well,2,no_folder9_no_transients,233,233,0,0,0.0,0.4549,0.1511,0.233,41,192,
mad,"pooled-cross-well, own-history windows",well,2,no_positive_baseline,1090,1090,0,0,0.0,0.711,0.8419,0.8995,853,237,
regime,"pooled-cross-well, own-history windows",well,2,all,1129,1066,63,0,0.0558,0.7037,0.8683,0.9018,848,218,
regime,"pooled-cross-well, own-history windows",well,2,no_folder9,1065,1002,63,0,0.0592,0.6575,0.8727,0.9033,829,173,
regime,"pooled-cross-well, own-history windows",well,2,no_transients,279,250,29,0,0.1039,0.5891,0.1431,0.2105,32,218,
regime,"pooled-cross-well, own-history windows",well,2,no_folder9_no_transients,233,204,29,0,0.1245,0.4859,0.1394,0.2109,31,173,
regime,"pooled-cross-well, own-history windows",well,2,no_positive_baseline,1090,1027,63,0,0.0578,0.7072,0.8652,0.8991,809,218,
population,"pooled-cross-well, own-history windows",well,2,all,1129,0,1129,0,1.0,,,,0,0,every window in this fold was refused
population,"pooled-cross-well, own-history windows",well,2,no_folder9,1065,0,1065,0,1.0,,,,0,0,every window in this fold was refused
population,"pooled-cross-well, own-history windows",well,2,no_transients,279,0,279,0,1.0,,,,0,0,every window in this fold was refused
population,"pooled-cross-well, own-history windows",well,2,no_folder9_no_transients,233,0,233,0,1.0,,,,0,0,every window in this fold was refused
population,"pooled-cross-well, own-history windows",well,2,no_positive_baseline,1090,0,1090,0,1.0,,,,0,0,every window in this fold was refused
spc,"pooled-cross-well, own-history windows",well,2,all,1129,1129,0,0,0.0,0.7552,0.8938,0.8949,892,237,
spc,"pooled-cross-well, own-history windows",well,2,no_folder9,1065,1065,0,0,0.0,0.7102,0.8973,0.8969,873,192,
spc,"pooled-cross-well, own-history windows",well,2,no_transients,279,279,0,0,0.0,0.8992,0.6319,0.7778,42,237,
spc,"pooled-cross-well, own-history windows",well,2,no_folder9_no_transients,233,233,0,0,0.0,0.8854,0.6854,0.8462,41,192,
spc,"pooled-cross-well, own-history windows",well,2,no_positive_baseline,1090,1090,0,0,0.0,0.7467,0.8829,0.8896,853,237,
mspc_t2,"pooled-cross-well, own-history windows",well,2,all,1129,550,579,0,0.5128,0.467,0.8998,0.9399,504,46,
mspc_t2,"pooled-cross-well, own-history windows",well,2,no_folder9,1065,527,538,0,0.5052,0.4583,0.9073,0.9426,485,42,
mspc_t2,"pooled-cross-well, own-history windows",well,2,no_transients,279,78,201,0,0.7204,0.1284,0.277,0.4103,32,46,
mspc_t2,"pooled-cross-well, own-history windows",well,2,no_folder9_no_transients,233,73,160,0,0.6867,0.053,0.2626,0.4247,31,42,
mspc_t2,"pooled-cross-well, own-history windows",well,2,no_positive_baseline,1090,514,576,0,0.5284,0.4945,0.898,0.9396,468,46,
mspc_spe,"pooled-cross-well, own-history windows",well,2,all,1129,550,579,0,0.5128,0.5105,0.9192,0.9424,504,46,
mspc_spe,"pooled-cross-well, own-history windows",well,2,no_folder9,1065,527,538,0,0.5052,0.4853,0.9193,0.9424,485,42,
mspc_spe,"pooled-cross-well, own-history windows",well,2,no_transients,279,78,201,0,0.7204,0.0802,0.2598,0.4267,32,46,
mspc_spe,"pooled-cross-well, own-history windows",well,2,no_folder9_no_transients,233,73,160,0,0.6867,0.0161,0.2586,0.4247,31,42,
mspc_spe,"pooled-cross-well, own-history windows",well,2,no_positive_baseline,1090,514,576,0,0.5284,0.5334,0.9161,0.9415,468,46,
iforest,"pooled-cross-well, own-history windows",well,2,all,1129,1129,0,0,0.0,0.7087,0.8535,0.8864,892,237,
iforest,"pooled-cross-well, own-history windows",well,2,no_folder9,1065,1065,0,0,0.0,0.649,0.8538,0.8867,873,192,
iforest,"pooled-cross-well, own-history windows",well,2,no_transients,279,279,0,0,0.0,0.8906,0.4996,0.6596,42,237,
iforest,"pooled-cross-well, own-history windows",well,2,no_folder9_no_transients,233,233,0,0,0.0,0.8661,0.4957,0.6522,41,192,
iforest,"pooled-cross-well, own-history windows",well,2,no_positive_baseline,1090,1090,0,0,0.0,0.7026,0.8429,0.8817,853,237,
mad,pooled-cross-well,well,3,all,1120,1120,0,0,0.0,0.8544,0.7392,0.9539,326,794,
mad,pooled-cross-well,well,3,no_folder9,852,852,0,0,0.0,0.7975,0.7449,0.9539,322,530,
mad,pooled-cross-well,well,3,no_transients,857,857,0,0,0.0,0.7091,0.2259,0.1662,63,794,
mad,pooled-cross-well,well,3,no_folder9_no_transients,593,593,0,0,0.0,0.5653,0.2261,0.1671,63,530,
regime,pooled-cross-well,well,3,all,1120,955,165,0,0.1473,0.708,0.4446,0.296,161,794,
regime,pooled-cross-well,well,3,no_folder9,852,687,165,0,0.1937,0.5767,0.45,0.296,157,530,
regime,pooled-cross-well,well,3,no_transients,857,855,2,0,0.0023,0.6697,0.3081,0.1236,61,794,
regime,pooled-cross-well,well,3,no_folder9_no_transients,593,591,2,0,0.0034,0.5063,0.3082,0.1236,61,530,
population,pooled-cross-well,well,3,all,1120,0,1120,0,1.0,,,,0,0,every window in this fold was refused
population,pooled-cross-well,well,3,no_folder9,852,0,852,0,1.0,,,,0,0,every window in this fold was refused
population,pooled-cross-well,well,3,no_transients,857,0,857,0,1.0,,,,0,0,every window in this fold was refused
population,pooled-cross-well,well,3,no_folder9_no_transients,593,0,593,0,1.0,,,,0,0,every window in this fold was refused
spc,pooled-cross-well,well,3,all,1120,1120,0,0,0.0,0.723,0.5294,0.6416,326,794,
spc,pooled-cross-well,well,3,no_folder9,852,852,0,0,0.0,0.7152,0.5886,0.678,322,530,
spc,pooled-cross-well,well,3,no_transients,857,857,0,0,0.0,0.5163,0.2293,0.0956,63,794,
spc,pooled-cross-well,well,3,no_folder9_no_transients,593,593,0,0,0.0,0.5159,0.2539,0.1375,63,530,
mspc_t2,pooled-cross-well,well,3,all,1120,745,375,0,0.3348,0.5687,0.024,0.0409,15,730,
mspc_t2,pooled-cross-well,well,3,no_folder9,852,478,374,0,0.439,0.4557,0.0228,0.0409,11,467,
mspc_t2,pooled-cross-well,well,3,no_transients,857,730,127,0,0.1482,,,,0,730,fold under test carries one class only; no ranking metric exists
mspc_t2,pooled-cross-well,well,3,no_folder9_no_transients,593,467,126,0,0.2125,,,,0,467,fold under test carries one class only; no ranking metric exists
mspc_spe,pooled-cross-well,well,3,all,1120,745,375,0,0.3348,0.7865,0.0652,0.125,15,730,
mspc_spe,pooled-cross-well,well,3,no_folder9,852,478,374,0,0.439,0.8517,0.0769,0.125,11,467,
mspc_spe,pooled-cross-well,well,3,no_transients,857,730,127,0,0.1482,,,,0,730,fold under test carries one class only; no ranking metric exists
mspc_spe,pooled-cross-well,well,3,no_folder9_no_transients,593,467,126,0,0.2125,,,,0,467,fold under test carries one class only; no ranking metric exists
iforest,pooled-cross-well,well,3,all,1120,1120,0,0,0.0,0.4571,0.2545,0.3655,326,794,
iforest,pooled-cross-well,well,3,no_folder9,852,852,0,0,0.0,0.2855,0.272,0.3833,322,530,
iforest,pooled-cross-well,well,3,no_transients,857,857,0,0,0.0,0.1841,0.047,0.0746,63,794,
iforest,pooled-cross-well,well,3,no_folder9_no_transients,593,593,0,0,0.0,0.1411,0.0643,0.1084,63,530,
mad,"pooled-cross-well, own-history windows",well,3,all,677,677,0,0,0.0,0.9277,0.8733,0.9673,280,397,
mad,"pooled-cross-well, own-history windows",well,3,no_folder9,436,436,0,0,0.0,0.8518,0.8799,0.9673,276,160,
mad,"pooled-cross-well, own-history windows",well,3,no_transients,417,417,0,0,0.0,0.9504,0.5466,0.6818,20,397,
mad,"pooled-cross-well, own-history windows",well,3,no_folder9_no_transients,180,180,0,0,0.0,0.877,0.5466,0.6818,20,160,
mad,"pooled-cross-well, own-history windows",well,3,no_positive_baseline,677,677,0,0,0.0,0.9277,0.8733,0.9673,280,397,
regime,"pooled-cross-well, own-history windows",well,3,all,677,512,165,0,0.2437,0.8679,0.6829,0.5706,115,397,
regime,"pooled-cross-well, own-history windows",well,3,no_folder9,436,271,165,0,0.3784,0.7038,0.694,0.5706,111,160,
regime,"pooled-cross-well, own-history windows",well,3,no_transients,417,415,2,0,0.0048,0.9843,0.8466,1.0,18,397,
regime,"pooled-cross-well, own-history windows",well,3,no_folder9_no_transients,180,178,2,0,0.0111,0.9611,0.8466,1.0,18,160,
regime,"pooled-cross-well, own-history windows",well,3,no_positive_baseline,677,512,165,0,0.2437,0.8679,0.6829,0.5706,115,397,
population,"pooled-cross-well, own-history windows",well,3,all,677,0,677,0,1.0,,,,0,0,every window in this fold was refused
population,"pooled-cross-well, own-history windows",well,3,no_folder9,436,0,436,0,1.0,,,,0,0,every window in this fold was refused
population,"pooled-cross-well, own-history windows",well,3,no_transients,417,0,417,0,1.0,,,,0,0,every window in this fold was refused
population,"pooled-cross-well, own-history windows",well,3,no_folder9_no_transients,180,0,180,0,1.0,,,,0,0,every window in this fold was refused
population,"pooled-cross-well, own-history windows",well,3,no_positive_baseline,677,0,677,0,1.0,,,,0,0,every window in this fold was refused
spc,"pooled-cross-well, own-history windows",well,3,all,677,677,0,0,0.0,0.8049,0.72,0.8241,280,397,
spc,"pooled-cross-well, own-history windows",well,3,no_folder9,436,436,0,0,0.0,0.7915,0.8236,0.8856,276,160,
spc,"pooled-cross-well, own-history windows",well,3,no_transients,417,417,0,0,0.0,0.956,0.6403,0.6957,20,397,
spc,"pooled-cross-well, own-history windows",well,3,no_folder9_no_transients,180,180,0,0,0.0,0.9358,0.6621,0.6957,20,160,
spc,"pooled-cross-well, own-history windows",well,3,no_positive_baseline,677,677,0,0,0.0,0.8049,0.72,0.8241,280,397,
mspc_t2,"pooled-cross-well, own-history windows",well,3,all,677,376,301,0,0.4446,0.7682,0.0843,0.1392,15,361,
mspc_t2,"pooled-cross-well, own-history windows",well,3,no_folder9,436,136,300,0,0.6881,0.4815,0.0821,0.1392,11,125,
mspc_t2,"pooled-cross-well, own-history windows",well,3,no_transients,417,361,56,0,0.1343,,,,0,361,fold under test carries one class only; no ranking metric exists
mspc_t2,"pooled-cross-well, own-history windows",well,3,no_folder9_no_transients,180,125,55,0,0.3056,,,,0,125,fold under test carries one class only; no ranking metric exists
mspc_t2,"pooled-cross-well, own-history windows",well,3,no_positive_baseline,677,376,301,0,0.4446,0.7682,0.0843,0.1392,15,361,
mspc_spe,"pooled-cross-well, own-history windows",well,3,all,677,376,301,0,0.4446,0.7677,0.1813,0.3448,15,361,
mspc_spe,"pooled-cross-well, own-history windows",well,3,no_folder9,436,136,300,0,0.6881,0.8516,0.2296,0.3448,11,125,
mspc_spe,"pooled-cross-well, own-history windows",well,3,no_transients,417,361,56,0,0.1343,,,,0,361,fold under test carries one class only; no ranking metric exists
mspc_spe,"pooled-cross-well, own-history windows",well,3,no_folder9_no_transients,180,125,55,0,0.3056,,,,0,125,fold under test carries one class only; no ranking metric exists
mspc_spe,"pooled-cross-well, own-history windows",well,3,no_positive_baseline,677,376,301,0,0.4446,0.7677,0.1813,0.3448,15,361,
iforest,"pooled-cross-well, own-history windows",well,3,all,677,677,0,0,0.0,0.701,0.5029,0.6655,280,397,
iforest,"pooled-cross-well, own-history windows",well,3,no_folder9,436,436,0,0,0.0,0.3604,0.5225,0.6823,276,160,
iforest,"pooled-cross-well, own-history windows",well,3,no_transients,417,417,0,0,0.0,0.6688,0.114,0.1091,20,397,
iforest,"pooled-cross-well, own-history windows",well,3,no_folder9_no_transients,180,180,0,0,0.0,0.3886,0.1259,0.1149,20,160,
iforest,"pooled-cross-well, own-history windows",well,3,no_positive_baseline,677,677,0,0,0.0,0.701,0.5029,0.6655,280,397,
mad,pooled-cross-well,well,4,all,1048,1048,0,0,0.0,0.5192,0.4425,0.5314,457,591,
mad,pooled-cross-well,well,4,no_folder9,953,953,0,0,0.0,0.4815,0.4509,0.533,426,527,
mad,pooled-cross-well,well,4,no_transients,644,644,0,0,0.0,0.3673,0.0761,0.096,53,591,
mad,pooled-cross-well,well,4,no_folder9_no_transients,576,576,0,0,0.0,0.2921,0.1266,0.0942,49,527,
regime,pooled-cross-well,well,4,all,1048,1048,0,0,0.0,0.2463,0.3152,0.4476,457,591,
regime,pooled-cross-well,well,4,no_folder9,953,953,0,0,0.0,0.1651,0.321,0.4479,426,527,
regime,pooled-cross-well,well,4,no_transients,644,644,0,0,0.0,0.4814,0.0824,0.1143,53,591,
regime,pooled-cross-well,well,4,no_folder9_no_transients,576,576,0,0,0.0,0.444,0.1412,0.1133,49,527,
population,pooled-cross-well,well,4,all,1048,0,1048,0,1.0,,,,0,0,every window in this fold was refused
population,pooled-cross-well,well,4,no_folder9,953,0,953,0,1.0,,,,0,0,every window in this fold was refused
population,pooled-cross-well,well,4,no_transients,644,0,644,0,1.0,,,,0,0,every window in this fold was refused
population,pooled-cross-well,well,4,no_folder9_no_transients,576,0,576,0,1.0,,,,0,0,every window in this fold was refused
spc,pooled-cross-well,well,4,all,1048,1048,0,0,0.0,0.405,0.4183,0.442,457,591,
spc,pooled-cross-well,well,4,no_folder9,953,953,0,0,0.0,0.3532,0.4144,0.447,426,527,
spc,pooled-cross-well,well,4,no_transients,644,644,0,0,0.0,0.8108,0.2881,0.3418,53,591,
spc,pooled-cross-well,well,4,no_folder9_no_transients,576,576,0,0,0.0,0.8329,0.374,0.3857,49,527,
mspc_t2,pooled-cross-well,well,4,all,1048,609,439,0,0.4189,0.337,0.2431,0.2928,178,431,
mspc_t2,pooled-cross-well,well,4,no_folder9,953,570,383,0,0.4019,0.3726,0.2366,0.2667,152,418,
mspc_t2,pooled-cross-well,well,4,no_transients,644,479,165,0,0.2562,0.3852,0.0981,0.1097,48,431,
mspc_t2,pooled-cross-well,well,4,no_folder9_no_transients,576,462,114,0,0.1979,0.3987,0.0978,0.11,44,418,
mspc_spe,pooled-cross-well,well,4,all,1048,609,439,0,0.4189,0.4336,0.3619,0.2923,178,431,
mspc_spe,pooled-cross-well,well,4,no_folder9,953,570,383,0,0.4019,0.5009,0.3923,0.2821,152,418,
mspc_spe,pooled-cross-well,well,4,no_transients,644,479,165,0,0.2562,0.2371,0.0649,0.1002,48,431,
mspc_spe,pooled-cross-well,well,4,no_folder9_no_transients,576,462,114,0,0.1979,0.2481,0.0632,0.0952,44,418,
iforest,pooled-cross-well,well,4,all,1048,1048,0,0,0.0,0.5098,0.5398,0.4752,457,591,
iforest,pooled-cross-well,well,4,no_folder9,953,953,0,0,0.0,0.4959,0.5505,0.4805,426,527,
iforest,pooled-cross-well,well,4,no_transients,644,644,0,0,0.0,0.6426,0.3513,0.127,53,591,
iforest,pooled-cross-well,well,4,no_folder9_no_transients,576,576,0,0,0.0,0.6427,0.3729,0.1307,49,527,
mad,"pooled-cross-well, own-history windows",well,4,all,627,627,0,0,0.0,0.4763,0.5927,0.6697,388,239,
mad,"pooled-cross-well, own-history windows",well,4,no_folder9,574,574,0,0,0.0,0.4109,0.5708,0.6618,362,212,
mad,"pooled-cross-well, own-history windows",well,4,no_transients,252,252,0,0,0.0,0.7493,0.2096,0.3462,13,239,
mad,"pooled-cross-well, own-history windows",well,4,no_folder9_no_transients,221,221,0,0,0.0,0.6604,0.4274,0.3571,9,212,
mad,"pooled-cross-well, own-history windows",well,4,no_positive_baseline,624,624,0,0,0.0,0.4744,0.5875,0.6682,385,239,
regime,"pooled-cross-well, own-history windows",well,4,all,627,627,0,0,0.0,0.2748,0.4933,0.634,388,239,
regime,"pooled-cross-well, own-history windows",well,4,no_folder9,574,574,0,0,0.0,0.1747,0.4733,0.6307,362,212,
regime,"pooled-cross-well, own-history windows",well,4,no_transients,252,252,0,0,0.0,0.7274,0.1725,0.1731,13,239,
regime,"pooled-cross-well, own-history windows",well,4,no_folder9_no_transients,221,221,0,0,0.0,0.6761,0.4358,0.3571,9,212,
regime,"pooled-cross-well, own-history windows",well,4,no_positive_baseline,624,624,0,0,0.0,0.2703,0.4871,0.6322,385,239,
population,"pooled-cross-well, own-history windows",well,4,all,627,0,627,0,1.0,,,,0,0,every window in this fold was refused
population,"pooled-cross-well, own-history windows",well,4,no_folder9,574,0,574,0,1.0,,,,0,0,every window in this fold was refused
population,"pooled-cross-well, own-history windows",well,4,no_transients,252,0,252,0,1.0,,,,0,0,every window in this fold was refused
population,"pooled-cross-well, own-history windows",well,4,no_folder9_no_transients,221,0,221,0,1.0,,,,0,0,every window in this fold was refused
population,"pooled-cross-well, own-history windows",well,4,no_positive_baseline,624,0,624,0,1.0,,,,0,0,every window in this fold was refused
spc,"pooled-cross-well, own-history windows",well,4,all,627,627,0,0,0.0,0.4775,0.6109,0.6351,388,239,
spc,"pooled-cross-well, own-history windows",well,4,no_folder9,574,574,0,0,0.0,0.4233,0.585,0.6364,362,212,
spc,"pooled-cross-well, own-history windows",well,4,no_transients,252,252,0,0,0.0,0.6751,0.088,0.1111,13,239,
spc,"pooled-cross-well, own-history windows",well,4,no_folder9_no_transients,221,221,0,0,0.0,0.6407,0.0729,0.0909,9,212,
spc,"pooled-cross-well, own-history windows",well,4,no_positive_baseline,624,624,0,0,0.0,0.4746,0.607,0.6332,385,239,
mspc_t2,"pooled-cross-well, own-history windows",well,4,all,627,245,382,0,0.6093,0.3227,0.4423,0.5185,127,118,
mspc_t2,"pooled-cross-well, own-history windows",well,4,no_folder9,574,221,353,0,0.615,0.3645,0.4299,0.4796,106,115,
mspc_t2,"pooled-cross-well, own-history windows",well,4,no_transients,252,126,126,0,0.5,0.357,0.1726,0.0678,8,118,
mspc_t2,"pooled-cross-well, own-history windows",well,4,no_folder9_no_transients,221,119,102,0,0.4615,0.637,0.2895,0.0667,4,115,
mspc_t2,"pooled-cross-well, own-history windows",well,4,no_positive_baseline,624,244,380,0,0.609,0.3229,0.4411,0.5165,126,118,
mspc_spe,"pooled-cross-well, own-history windows",well,4,all,627,245,382,0,0.6093,0.5025,0.6268,0.5714,127,118,
mspc_spe,"pooled-cross-well, own-history windows",well,4,no_folder9,574,221,353,0,0.615,0.5964,0.6535,0.6795,106,115,
mspc_spe,"pooled-cross-well, own-history windows",well,4,no_transients,252,126,126,0,0.5,0.3708,0.0951,0.0635,8,118,
mspc_spe,"pooled-cross-well, own-history windows",well,4,no_folder9_no_transients,221,119,102,0,0.4615,0.7348,0.138,0.1765,4,115,
mspc_spe,"pooled-cross-well, own-history windows",well,4,no_positive_baseline,624,244,380,0,0.609,0.5047,0.6271,0.5727,126,118,
iforest,"pooled-cross-well, own-history windows",well,4,all,627,627,0,0,0.0,0.4847,0.6784,0.6448,388,239,
iforest,"pooled-cross-well, own-history windows",well,4,no_folder9,574,574,0,0,0.0,0.4553,0.6825,0.6451,362,212,
iforest,"pooled-cross-well, own-history windows",well,4,no_transients,252,252,0,0,0.0,0.4429,0.1252,0.0526,13,239,
iforest,"pooled-cross-well, own-history windows",well,4,no_folder9_no_transients,221,221,0,0,0.0,0.4099,0.1496,0.0411,9,212,
iforest,"pooled-cross-well, own-history windows",well,4,no_positive_baseline,624,624,0,0,0.0,0.4819,0.6753,0.643,385,239,
population,pooled-cross-well,instance,0,all,1399,1165,234,0,0.1673,0.498,0.4794,0.4807,560,605,
population,pooled-cross-well,instance,0,no_folder9,1271,1042,229,0,0.1802,0.5002,0.5289,0.5288,551,491,
population,pooled-cross-well,instance,0,no_transients,748,707,41,0,0.0548,0.5251,0.1592,0.1443,102,605,
population,pooled-cross-well,instance,0,no_folder9_no_transients,630,592,38,0,0.0603,0.5236,0.1902,0.1706,101,491,
population,pooled-cross-well,instance,1,all,1394,1141,253,0,0.1815,0.5056,0.4568,0.4514,515,626,
population,pooled-cross-well,instance,1,no_folder9,1265,1054,211,0,0.1668,0.505,0.4934,0.4886,515,539,
population,pooled-cross-well,instance,1,no_transients,786,722,64,0,0.0814,0.5333,0.1697,0.133,96,626,
population,pooled-cross-well,instance,1,no_folder9_no_transients,674,635,39,0,0.0579,0.5327,0.1866,0.1512,96,539,
population,pooled-cross-well,instance,2,all,1399,1162,237,0,0.1694,0.4927,0.465,0.4673,543,619,
population,pooled-cross-well,instance,2,no_folder9,1271,1058,213,0,0.1676,0.4901,0.5066,0.5095,539,519,
population,pooled-cross-well,instance,2,no_transients,775,717,58,0,0.0748,0.5067,0.1389,0.1367,98,619,
population,pooled-cross-well,instance,2,no_folder9_no_transients,651,617,34,0,0.0522,0.504,0.1601,0.1588,98,519,
population,pooled-cross-well,instance,3,all,1401,1344,57,0,0.0407,0.5211,0.5044,0.4933,663,681,
population,pooled-cross-well,instance,3,no_folder9,1273,1218,55,0,0.0432,0.5327,0.5552,0.5296,645,573,
population,pooled-cross-well,instance,3,no_transients,797,778,19,0,0.0238,0.5077,0.1261,0.1247,97,681,
population,pooled-cross-well,instance,3,no_folder9_no_transients,688,670,18,0,0.0262,0.5179,0.1557,0.1448,97,573,
