bed,record,fold,group,scoring,n_windows,n_stream,n_scored,n_refused,threshold,roc_auc,auc_refusal,first_fault_position,last_fault_position,n_pre,n_pre_fired,detected,delay_windows,n_consecutive_fault_fires,n_post,n_post_fired,recovered,refusal
3w_aligned,WELL-00001_20140124083303,WELL-00001,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00001_20140124083303,WELL-00001,aligned,differenced,6,3,3,0,393.2281,1.0,,4.0,5.0,1.0,0.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00001_20140124083303,WELL-00001,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00001_20140124083303,WELL-00001,aligned,static,6,3,3,0,6.2328,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00001_20170226130146,WELL-00001,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00001_20170226130146,WELL-00001,aligned,differenced,6,3,3,0,36.5831,0.0,,4.0,5.0,1.0,1.0,True,1.0,1.0,0.0,0.0,,
3w_aligned,WELL-00001_20170226130146,WELL-00001,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00001_20170226130146,WELL-00001,aligned,static,6,3,3,0,2.7461,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00002_20140212160333,WELL-00002,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00002_20140212160333,WELL-00002,aligned,differenced,6,3,3,0,5.5634,0.0,,4.0,5.0,1.0,0.0,False,,,0.0,0.0,,
3w_aligned,WELL-00002_20140212160333,WELL-00002,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00002_20140212160333,WELL-00002,aligned,static,6,3,3,0,1.4432,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00006_20170731170930,WELL-00006,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00006_20170731170930,WELL-00006,aligned,differenced,6,3,3,0,6.1454,1.0,,4.0,5.0,1.0,0.0,False,,,0.0,0.0,,
3w_aligned,WELL-00006_20170731170930,WELL-00006,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00006_20170731170930,WELL-00006,aligned,static,6,3,3,0,3.7962,1.0,,4.0,5.0,1.0,0.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00006_20180617190257,WELL-00006,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00006_20180617190257,WELL-00006,aligned,differenced,6,3,3,0,4.9803,0.5,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00006_20180617190257,WELL-00006,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00006_20180617190257,WELL-00006,aligned,static,6,3,3,0,3.5975,1.0,,4.0,5.0,1.0,0.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00014_20160304155906,WELL-00014,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00014_20160304155906,WELL-00014,aligned,differenced,6,3,3,0,26.6424,1.0,,4.0,5.0,1.0,0.0,False,,,0.0,0.0,,
3w_aligned,WELL-00014_20160304155906,WELL-00014,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00014_20160304155906,WELL-00014,aligned,static,6,3,3,0,6.6391,1.0,,4.0,5.0,1.0,0.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00014_20160306070000,WELL-00014,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00014_20160306070000,WELL-00014,aligned,differenced,6,3,3,0,4.3484,1.0,,4.0,5.0,1.0,0.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00014_20160306070000,WELL-00014,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00014_20160306070000,WELL-00014,aligned,static,6,3,3,0,1.9617,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00019_20120601165020,WELL-00019,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00019_20120601165020,WELL-00019,aligned,differenced,6,3,3,0,3.374,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00019_20120601165020,WELL-00019,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00019_20120601165020,WELL-00019,aligned,static,6,3,3,0,3.791,1.0,,4.0,5.0,1.0,0.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00019_20141117190526,WELL-00019,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00019_20141117190526,WELL-00019,aligned,differenced,6,3,3,0,2311.5874,0.0,,4.0,5.0,1.0,0.0,False,,,0.0,0.0,,
3w_aligned,WELL-00019_20141117190526,WELL-00019,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00019_20141117190526,WELL-00019,aligned,static,6,3,3,0,542.2261,0.5,,4.0,5.0,1.0,1.0,True,1.0,1.0,0.0,0.0,,
3w_aligned,WELL-00019_20150614025713,WELL-00019,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00019_20150614025713,WELL-00019,aligned,differenced,6,3,3,0,3.6875,0.5,,4.0,5.0,1.0,0.0,True,0.0,1.0,0.0,0.0,,
3w_aligned,WELL-00019_20150614025713,WELL-00019,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00019_20150614025713,WELL-00019,aligned,static,6,3,3,0,7.2915,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00019_20210617032654,WELL-00019,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00019_20210617032654,WELL-00019,aligned,differenced,6,3,3,0,2.9026,1.0,,4.0,5.0,1.0,0.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00019_20210617032654,WELL-00019,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00019_20210617032654,WELL-00019,aligned,static,6,3,3,0,2.698,1.0,,4.0,5.0,1.0,0.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00021_20180611011218,WELL-00021,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00021_20180611011218,WELL-00021,aligned,differenced,6,3,3,0,35.7211,0.5,,4.0,5.0,1.0,0.0,False,,,0.0,0.0,,
3w_aligned,WELL-00021_20180611011218,WELL-00021,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00021_20180611011218,WELL-00021,aligned,static,6,3,3,0,4.6664,1.0,,4.0,5.0,1.0,0.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00021_20190403013307,WELL-00021,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00021_20190403013307,WELL-00021,aligned,differenced,6,3,3,0,12.2184,1.0,,4.0,5.0,1.0,0.0,False,,,0.0,0.0,,
3w_aligned,WELL-00021_20190403013307,WELL-00021,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00021_20190403013307,WELL-00021,aligned,static,6,3,3,0,7.9032,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00022_20180802233838,WELL-00022,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00022_20180802233838,WELL-00022,aligned,differenced,6,3,3,0,14.65,0.5,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00022_20180802233838,WELL-00022,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180802233838,WELL-00022,aligned,static,6,3,3,0,27.8316,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00022_20180912025800,WELL-00022,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00022_20180912025800,WELL-00022,aligned,differenced,6,3,3,0,15.176,0.0,,4.0,5.0,1.0,1.0,True,0.0,1.0,0.0,0.0,,
3w_aligned,WELL-00022_20180912025800,WELL-00022,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180912025800,WELL-00022,aligned,static,6,3,3,0,16.481,0.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00022_20180919003240,WELL-00022,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00022_20180919003240,WELL-00022,aligned,differenced,6,3,3,0,14.0537,0.0,,4.0,5.0,1.0,1.0,True,0.0,1.0,0.0,0.0,,
3w_aligned,WELL-00022_20180919003240,WELL-00022,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180919003240,WELL-00022,aligned,static,6,3,3,0,18.0583,0.5,,4.0,5.0,1.0,0.0,False,,,0.0,0.0,,
3w_aligned,WELL-00022_20180925003447,WELL-00022,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00022_20180925003447,WELL-00022,aligned,differenced,6,3,3,0,12.0136,1.0,,4.0,5.0,1.0,0.0,True,0.0,1.0,0.0,0.0,,
3w_aligned,WELL-00022_20180925003447,WELL-00022,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180925003447,WELL-00022,aligned,static,6,3,3,0,27.5839,0.25,,4.0,5.0,1.0,1.0,True,0.0,1.0,0.0,0.0,,
3w_aligned,WELL-00022_20181007080700,WELL-00022,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00022_20181007080700,WELL-00022,aligned,differenced,6,3,3,0,5.8042,1.0,,4.0,5.0,1.0,0.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00022_20181007080700,WELL-00022,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20181007080700,WELL-00022,aligned,static,6,3,3,0,5.4544,0.5,,4.0,5.0,1.0,0.0,False,,,0.0,0.0,,
3w_aligned,WELL-00022_20181020133850,WELL-00022,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00022_20181020133850,WELL-00022,aligned,differenced,6,3,3,0,9.2713,0.75,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00022_20181020133850,WELL-00022,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20181020133850,WELL-00022,aligned,static,6,3,3,0,3.1679,1.0,,4.0,5.0,1.0,0.0,True,1.0,1.0,0.0,0.0,,
3w_aligned,WELL-00022_20181026005827,WELL-00022,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00022_20181026005827,WELL-00022,aligned,differenced,6,3,3,0,11.1545,0.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00022_20181026005827,WELL-00022,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20181026005827,WELL-00022,aligned,static,6,3,3,0,13.491,1.0,,4.0,5.0,1.0,0.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00022_20181101193049,WELL-00022,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00022_20181101193049,WELL-00022,aligned,differenced,6,3,3,0,23.3478,1.0,,4.0,5.0,1.0,0.0,True,1.0,1.0,0.0,0.0,,
3w_aligned,WELL-00022_20181101193049,WELL-00022,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20181101193049,WELL-00022,aligned,static,6,3,3,0,11.7889,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00023_20180826212652,WELL-00023,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00023_20180826212652,WELL-00023,aligned,differenced,6,3,3,0,3.3492,1.0,,4.0,5.0,1.0,0.0,False,,,0.0,0.0,,
3w_aligned,WELL-00023_20180826212652,WELL-00023,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00023_20180826212652,WELL-00023,aligned,static,6,3,3,0,2.8102,0.5,,4.0,5.0,1.0,0.0,False,,,0.0,0.0,,
3w_aligned,WELL-00023_20181014121654,WELL-00023,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00023_20181014121654,WELL-00023,aligned,differenced,6,3,3,0,3.009,1.0,,4.0,5.0,1.0,0.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00023_20181014121654,WELL-00023,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00023_20181014121654,WELL-00023,aligned,static,6,3,3,0,3.2365,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00023_20181019115124,WELL-00023,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00023_20181019115124,WELL-00023,aligned,differenced,6,3,3,0,3.8986,0.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00023_20181019115124,WELL-00023,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00023_20181019115124,WELL-00023,aligned,static,6,3,3,0,4.3969,0.5,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00023_20181030045054,WELL-00023,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00023_20181030045054,WELL-00023,aligned,differenced,6,3,3,0,4.0294,1.0,,4.0,5.0,1.0,0.0,False,,,0.0,0.0,,
3w_aligned,WELL-00023_20181030045054,WELL-00023,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00023_20181030045054,WELL-00023,aligned,static,6,3,3,0,4.7102,1.0,,4.0,5.0,1.0,0.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00024_20160712123044,WELL-00024,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00024_20160712123044,WELL-00024,aligned,differenced,6,3,3,0,116.6869,0.0,,4.0,5.0,1.0,0.0,False,,,0.0,0.0,,
3w_aligned,WELL-00024_20160712123044,WELL-00024,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00024_20160712123044,WELL-00024,aligned,static,6,3,3,0,7.4017,0.0,,4.0,5.0,1.0,0.0,False,,,0.0,0.0,,
3w_aligned,WELL-00024_20160720230624,WELL-00024,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00024_20160720230624,WELL-00024,aligned,differenced,6,3,3,0,5.945,0.0,,4.0,5.0,1.0,0.0,False,,,0.0,0.0,,
3w_aligned,WELL-00024_20160720230624,WELL-00024,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00024_20160720230624,WELL-00024,aligned,static,6,3,3,0,2.4798,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00024_20160722105543,WELL-00024,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00024_20160722105543,WELL-00024,aligned,differenced,6,3,3,0,4.9473,1.0,,4.0,5.0,1.0,0.0,True,1.0,1.0,0.0,0.0,,
3w_aligned,WELL-00024_20160722105543,WELL-00024,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00024_20160722105543,WELL-00024,aligned,static,6,3,3,0,6.2296,0.5,,4.0,5.0,1.0,1.0,True,1.0,1.0,0.0,0.0,,
3w_aligned,WELL-00024_20160729172014,WELL-00024,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00024_20160729172014,WELL-00024,aligned,differenced,6,3,3,0,5.6625,0.25,,4.0,5.0,1.0,0.0,False,,,0.0,0.0,,
3w_aligned,WELL-00024_20160729172014,WELL-00024,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00024_20160729172014,WELL-00024,aligned,static,6,3,3,0,3.4252,1.0,,4.0,5.0,1.0,0.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00024_20160825100303,WELL-00024,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00024_20160825100303,WELL-00024,aligned,differenced,6,3,3,0,7.2202,0.5,,4.0,5.0,1.0,0.0,False,,,0.0,0.0,,
3w_aligned,WELL-00024_20160825100303,WELL-00024,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00024_20160825100303,WELL-00024,aligned,static,6,3,3,0,3.1289,0.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00024_20160909220000,WELL-00024,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00024_20160909220000,WELL-00024,aligned,differenced,6,3,3,0,32.6471,0.5,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00024_20160909220000,WELL-00024,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00024_20160909220000,WELL-00024,aligned,static,6,3,3,0,3.3544,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00024_20161001112049,WELL-00024,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00024_20161001112049,WELL-00024,aligned,differenced,6,3,3,0,14.22,0.5,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00024_20161001112049,WELL-00024,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00024_20161001112049,WELL-00024,aligned,static,6,3,3,0,3.2712,1.0,,4.0,5.0,1.0,0.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00024_20161026065657,WELL-00024,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00024_20161026065657,WELL-00024,aligned,differenced,6,3,3,0,4.3953,1.0,,4.0,5.0,1.0,0.0,False,,,0.0,0.0,,
3w_aligned,WELL-00024_20161026065657,WELL-00024,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00024_20161026065657,WELL-00024,aligned,static,6,3,3,0,3.0871,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00025_20200629194141,WELL-00025,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00025_20200629194141,WELL-00025,aligned,differenced,6,3,3,0,3.923,1.0,,4.0,5.0,1.0,0.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00025_20200629194141,WELL-00025,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00025_20200629194141,WELL-00025,aligned,static,6,3,3,0,2.8013,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00026_20160601130000,WELL-00026,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00026_20160601130000,WELL-00026,aligned,differenced,6,3,3,0,7.5131,0.5,,4.0,5.0,1.0,0.0,False,,,0.0,0.0,,
3w_aligned,WELL-00026_20160601130000,WELL-00026,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00026_20160601130000,WELL-00026,aligned,static,6,3,3,0,2.8661,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00026_20170207230000,WELL-00026,aligned,clock,6,3,3,0,2.0,1.0,,4.0,5.0,1.0,1.0,True,0.0,2.0,0.0,0.0,,
3w_aligned,WELL-00026_20170207230000,WELL-00026,aligned,differenced,6,3,3,0,11.9312,1.0,,4.0,5.0,1.0,0.0,False,,,0.0,0.0,,
3w_aligned,WELL-00026_20170207230000,WELL-00026,aligned,rolling,6,3,0,3,,,no scored stream window,4.0,5.0,,,,,,,,,"no threshold window scored: a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
